Month,Region,Category,Units_Sold,Revenue,Forecast_MAPE,Stockout_Rate,Avg_Days_of_Supply
2023-04,North,Groceries,17056,880340.8595,0.2207991258453885,0.007407407407407408,2.130295863979936
2023-04,North,Toys,25016,1326334.401,0.3176145600088428,0.00546448087431694,2.292604319533978
2023-04,South,Clothing,19619,956159.78,0.25248195402743684,0.0,2.354970149319197
2023-04,South,Electronics,16988,862127.211,0.2732702079278859,0.0,2.1631876692648926
2023-04,South,Furniture,16043,835832.5075,0.11936106775309317,0.0,2.1066510665381153
2023-04,South,Groceries,19201,912777.9885,0.17446022256845609,0.0,2.235265538720429
2023-04,South,Toys,21282,1077657.2325,0.3623224736698494,0.01935483870967742,2.239299371361192
2023-04,West,Clothing,22975,1112468.0065000001,0.3815247230205838,0.0,2.2466092550005086
2023-04,West,Electronics,18604,907228.7205,0.30054111691334073,0.0,2.207153450365776
2023-04,West,Furniture,21058,1030536.1205,0.5032222296213229,0.01935483870967742,2.2492455173414863
2023-04,West,Groceries,18953,980047.9695,0.23271535846001343,0.02,2.0975036305960515
2023-04,West,Toys,20357,1038989.557,0.18497553369492484,0.0,2.2330330011188253
2023-05,East,Clothing,21479,1115559.9385,0.2312329652171153,0.006493506493506494,1.9548827197164031
2023-05,East,Electronics,19060,937043.5375,0.22898092830197955,0.0,2.23662238782249
2023-05,East,Furniture,17188,838827.969,0.34448896324060146,0.027972027972027972,1.987030631991905
2023-05,East,Groceries,21797,1108485.96,0.18355474967871915,0.005952380952380952,2.063873604016651
2023-05,East,Toys,25496,1340849.418,0.27370414713201535,0.006211180124223602,2.1144054354922117
2023-05,North,Clothing,18832,911123.6505,0.21871835820292465,0.0,2.167992732436345
2023-05,North,Electronics,20951,1078621.6335,0.19699985310604526,0.008,2.055501511616257
2023-05,North,Furniture,18397,964890.6615,0.15184797592265897,0.013157894736842105,2.2874435309301466
2023-05,North,Groceries,24141,1061954.16,0.213544515300728,0.0,2.2339024108666017
2023-05,North,Toys,16885,881674.7315,0.2238506234330428,0.007633587786259542,2.138235177269491
2023-05,South,Clothing,20938,1120255.19,0.26738440531125723,0.012738853503184714,2.1338532255414804
2023-05,South,Electronics,20990,1096564.0505,0.21959151925071238,0.00625,2.196530275850329
2023-05,South,Furniture,22936,1102789.445,0.2345393930463866,0.012987012987012988,2.1942643457255095
2023-05,South,Groceries,22593,1079473.7255,0.19470772324313934,0.017543859649122806,2.099465324913582
2023-05,South,Toys,22915,1000216.3885,0.23254982617129813,0.0,2.278657136410783
2023-05,West,Clothing,21635,1048575.5605,0.3444646062584019,0.0,2.123101208821927
2023-05,West,Electronics,23614,1163184.319,0.3965809624441127,0.005714285714285714,2.2040469547697352
2023-05,West,Furniture,19280,966062.1529999999,0.2800763766758202,0.0,2.153342959444096
2023-05,West,Groceries,21708,1101811.9165,0.23763748259568904,0.006289308176100629,1.9831203863449236
2023-05,West,Toys,17838,808760.4645,0.31258198078884,0.0,1.9959218510423802
2023-06,East,Clothing,23678,1201139.192,0.2360967334518734,0.013422818791946308,2.264160526729122
2023-06,East,Electronics,21124,1072615.672,0.1885986634463928,0.006097560975609756,2.164097649301575
2023-06,East,Furniture,20248,985234.9985,0.1333263193550532,0.0136986301369863,2.186353454278151
2023-06,East,Groceries,22431,1083179.8530000001,0.20660425530432647,0.0,2.120734707443198
2023-06,East,Toys,19432,937478.761,0.40536282099590404,0.0,2.256134614895503
2023-06,North,Clothing,19111,928817.78,0.1781741215995238,0.0,2.1829905179929585
2023-06,North,Electronics,22974,1154660.5965,0.4021975321089943,0.006493506493506494,2.2650285581598912
2023-06,North,Furniture,20266,964280.0195,0.1975036151852506,0.0,2.2239504789841456
2023-06,North,Groceries,18454,856324.115,0.1875446420728467,0.014084507042253521,2.2244760536436083
2023-06,North,Toys,21739,1057199.5155,0.2407343055520031,0.0,2.097721801682272
2023-06,South,Clothing,22285,1138354.4975,0.24590541308174352,0.00641025641025641,2.2377486003759226
2023-06,South,Electronics,24348,1201563.527,0.21864910365467513,0.0,2.1760180546712444
2023-06,South,Furniture,21082,1110227.719,0.19412070141634577,0.006097560975609756,2.1117741287957106
2023-06,South,Groceries,20892,1032777.795,0.30163858889958345,0.013422818791946308,2.181865090720746
2023-06,South,Toys,15500,767016.019,0.4919651824627628,0.0,2.022073117402168
2023-06,West,Clothing,22837,1083476.727,0.2371343646411536,0.005847953216374269,2.075644236460915
2023-06,West,Electronics,16542,870624.168,0.27605318208645,0.036231884057971016,2.2551565715268254
2023-06,West,Furniture,19430,970121.8790000001,0.2909691994600532,0.014285714285714285,2.0495181024062123
2023-06,West,Groceries,17382,852015.9425,0.1703012933527118,0.00819672131147541,2.4152559235288686
2023-06,West,Toys,15886,779180.033,0.2385826881857199,0.013888888888888888,2.2445944146597645
2023-07,East,Clothing,26815,1281264.8895,0.2578894954787697,0.005681818181818182,2.0837117360169453
2023-07,East,Electronics,22380,1063942.3625,0.21397925054284136,0.00641025641025641,2.0055521994868353
2023-07,East,Furniture,21136,939047.564,0.31942675682427446,0.013422818791946308,2.0839851814972152
2023-07,East,Groceries,24441,1171739.601,0.1413640679883109,0.01282051282051282,2.2523476515844605
2023-07,East,Toys,18498,897764.3055,0.18161625133996198,0.02097902097902098,2.0912869555213445
2023-07,North,Clothing,18255,828209.2805,0.17270657560176372,0.0234375,2.107512407668103
2023-07,North,Electronics,21343,1055885.019,0.28259933573135526,0.0,2.1156650832716384
2023-07,North,Furniture,23354,1175843.9605,0.28129200421839357,0.006024096385542169,2.202322760595806
2023-07,North,Groceries,16772,752417.2865,0.48197523532444686,0.0,2.225968865627008
2023-07,North,Toys,22707,1107979.75,0.2802336422898756,0.0,2.1542699105661915
2023-07,South,Clothing,20483,963749.949,0.31137470844232273,0.0,2.2480365505580573
2023-07,South,Electronics,22393,1097394.006,0.20568977385725362,0.006097560975609756,1.9917645228079304
2023-07,South,Furniture,28124,1356052.2085,0.31465564138619384,0.0,2.1259786114023838
2023-07,South,Groceries,20577,1061563.4235,0.17157529189822843,0.0,2.251203426541029
2023-07,South,Toys,25428,1145982.075,0.1656256469393146,0.0,2.0449853534776046
2023-07,West,Clothing,21888,1072052.875,0.29660798297877083,0.00641025641025641,1.9494013406910664
2023-07,West,Electronics,19058,952820.774,0.25481853694744605,0.0,2.1302660137980616
2023-07,West,Furniture,22039,1086764.868,0.3099609320829,0.0,2.1568983219923945
2023-07,West,Groceries,18581,929175.38,0.28073312182315086,0.0,2.039458242228214
2023-07,West,Toys,23647,1367304.8225,0.17153260854701335,0.0,2.100858860085465
2023-08,East,Clothing,20752,1073926.2615,0.24251282834151966,0.0,2.0775667739800716
2023-08,East,Electronics,24199,1257948.9225,0.2512966344008035,0.00558659217877095,2.033672496378847
2023-08,East,Furniture,23888,1149759.658,0.25671373579751183,0.011976047904191617,2.0990445022967834
2023-08,East,Groceries,19181,981368.393,0.22983939825368638,0.0,2.2506790278993174
2023-08,East,Toys,19739,1007990.39,0.27960059386337927,0.006756756756756757,1.9799625579141038
2023-08,North,Clothing,19713,1063594.0119999999,0.18474292066110914,0.0,2.1259242687322444
2023-08,North,Electronics,24185,1281430.9835,0.2754316575622692,0.006024096385542169,2.118701570025662
2023-08,North,Furniture,21943,1037868.7695,0.31300428892226106,0.006289308176100629,2.054994740003836
2023-08,North,Groceries,20818,968895.235,0.2581496485570065,0.006578947368421052,2.1682467988119223
2023-08,North,Toys,20998,983798.9,0.26859861954988756,0.00641025641025641,2.1678808679740214
2023-08,South,Clothing,23746,1193050.4485,0.26317092864712055,0.006172839506172839,2.2293557247368745
2023-08,South,Electronics,20274,924668.481,0.18808913619501838,0.0196078431372549,2.1977326059973676
2023-08,South,Furniture,18581,966130.6685,0.20455784109646954,0.006666666666666667,2.1025376934306554
2023-08,South,Groceries,16074,850956.8354999999,0.25673548852036987,0.0078125,2.002056390575455
2023-08,South,Toys,22592,1063681.7364999999,0.19316762924021283,0.0058823529411764705,2.1336870164904265
2023-08,West,Clothing,24295,1101075.184,0.2015040726484073,0.005988023952095809,2.172240794093101
2023-08,West,Electronics,17129,827825.469,0.19414808254577567,0.006944444444444444,1.9235968511179355
2023-08,West,Furniture,20411,987957.4145,0.24305698734236406,0.0196078431372549,2.1073624109601394
2023-08,West,Groceries,19302,936929.346,0.21742021475689507,0.0,2.179550085624193
2023-08,West,Toys,18681,907713.643,0.19667776606402784,0.0,2.232873097527347
2023-09,East,Clothing,17413,895904.8445,0.2710907345673409,0.006993006993006993,2.2072652751033632
2023-09,East,Electronics,20905,1003067.457,0.16775976062948308,0.013071895424836602,2.095643145920834
2023-09,East,Furniture,21431,1056657.357,0.3606218027314777,0.0,2.291130047233647
2023-09,East,Groceries,23884,1208189.465,0.1981191665835422,0.0,2.2214189543725387
2023-09,East,Toys,18763,898879.8755,0.4428728765730339,0.0,2.1809890770813656
2023-09,North,Clothing,19960,977430.077,0.29549504202075016,0.0,2.1225591325772037
2023-09,North,Electronics,18324,925877.386,0.176633874189336,0.0,2.1960877066224964
2023-09,North,Furniture,16195,753209.783,0.27300687057265133,0.0,2.1136628956862826
2023-09,North,Groceries,20781,1143377.532,0.38241582816129716,0.006802721088435374,2.192965966604258
2023-09,North,Toys,19869,947884.6565,0.20390056482688612,0.0,2.1940452769124814
2023-09,South,Clothing,21970,990074.632,0.19752852083936934,0.0,2.1671478442798504
2023-09,South,Electronics,22427,1145541.8345,0.14842659535954528,0.0,2.296980335640125
2023-09,South,Furniture,21931,1100349.692,0.17685819200724562,0.006172839506172839,2.0605432339800975
2023-09,South,Groceries,20304,1045934.557,0.37151547202680846,0.0,2.0822227639749387
2023-09,South,Toys,21521,1028681.29,0.25996446200734785,0.01282051282051282,2.300071209413238
2023-09,West,Clothing,23895,1248087.14,0.2682341023176231,0.0,2.24665497890097
2023-09,West,Electronics,16934,805295.582,0.24898361442605027,0.008130081300813009,2.156610159914939
2023-09,West,Furniture,19833,871745.628,0.18095100875776135,0.006666666666666667,2.142279351551432
2023-09,West,Groceries,15285,741050.2545,0.3518731315598559,0.0,2.193940610315305
2023-09,West,Toys,23736,1089100.818,0.2506391063351491,0.005714285714285714,2.138601030619099
2023-10,East,Clothing,19888,1015390.2705,0.3736187001072287,0.013605442176870748,2.2384093535845055
2023-10,East,Electronics,22135,1083204.6095,0.1454357255185105,0.006535947712418301,2.263360864234021
2023-10,East,Furniture,25723,1240029.815,0.14420406746333092,0.006024096385542169,2.2362218227257094
2023-10,East,Groceries,20955,1051294.6795,0.3856523400971774,0.017857142857142856,2.002824858170563
2023-10,East,Toys,19417,955119.0215,0.23793428764143373,0.0,2.1842689274124396
2023-10,North,Clothing,17118,878512.3965,0.15870367894346232,0.007692307692307693,2.255780640672208
2023-10,North,Electronics,25800,1304189.5125,0.3013856510251793,0.0,2.1245407188249295
2023-10,North,Furniture,22742,1098527.69,0.2719333342128909,0.0,2.2082372244360315
2023-10,North,Groceries,18851,830368.596,0.2275403829162472,0.0,2.2707692920976723
2023-10,North,Toys,21916,1102780.649,0.4326006026973276,0.0,2.06060078269656
2023-10,South,Clothing,20949,1036963.8184999999,0.2760482344012293,0.0,2.342761085765896
2023-10,South,Electronics,17923,835864.63,0.2894980896637101,0.0,2.031647226107731
2023-10,South,Furniture,20911,1073799.311,0.17661951339760387,0.006578947368421052,2.1372555261182757
2023-10,South,Groceries,25580,1290581.6505,0.21174738111871522,0.016853932584269662,2.2707785662361997
2023-10,South,Toys,20720,1039600.336,0.2672652326423764,0.0064516129032258064,2.0914575500649937
2023-10,West,Clothing,18910,972357.9095000001,0.31939778425847215,0.0070921985815602835,2.1612677164635845
2023-10,West,Electronics,22834,1091907.8725,0.2704010912011401,0.0058823529411764705,2.173709893890338
2023-10,West,Furniture,20755,1034939.7345,0.30122184129973995,0.013333333333333334,2.0784662926625987
2023-10,West,Groceries,22964,1080583.169,0.10855347682341002,0.006493506493506494,2.0707369100043787
2023-10,West,Toys,19555,896900.7055,0.2414868009603214,0.0,2.1534567754196434
2023-11,East,Clothing,22831,1115350.634,0.1647228193418777,0.006060606060606061,2.1465148192073253
2023-11,East,Electronics,20063,1049565.6895,0.2055448299348755,0.0,2.1529174591305615
2023-11,East,Furniture,21629,1062230.639,0.22785143185250908,0.0,2.062281652508988
2023-11,East,Groceries,19089,957340.1635,0.38038668088179506,0.007518796992481203,2.1631519378283937
2023-11,East,Toys,20834,1020404.961,0.23307642972813875,0.01282051282051282,2.074410620730549
2023-11,North,Clothing,18774,874361.7355,0.42716201260182257,0.0,2.0733072057362096
2023-11,North,Electronics,19730,1027217.1615,0.2672097504912821,0.0,2.0383731517439005
2023-11,North,Furniture,22696,1089787.4075,0.3825451915290564,0.00625,2.339647790470891
2023-11,North,Groceries,19262,1035891.7055,0.352566582708843,0.0136986301369863,2.1613833688444553
2023-11,North,Toys,19820,926609.4005,0.17265986983383755,0.0,2.271194680540575
2023-11,South,Clothing,23480,1170561.3599999999,0.2594583836176739,0.006289308176100629,2.0608210799267472
2023-11,South,Electronics,18627,893500.239,0.3204703226589315,0.006535947712418301,2.166745597842265
2023-11,South,Furniture,24420,1168158.742,0.1649529856346521,0.01282051282051282,2.12856081198412
2023-11,South,Groceries,19368,1000940.0495,0.2704006378251997,0.0,2.1188587736449183
2023-11,South,Toys,17481,894298.821,0.23935001873900444,0.0,2.09813197499176
2023-11,West,Clothing,21581,1046156.952,0.19796485816938308,0.0,2.2185571112393823
2023-11,West,Electronics,21994,1112122.0255,0.268935662470888,0.006622516556291391,2.0196223998533354
2023-11,West,Furniture,22459,1157041.9715,0.12617095329303915,0.0,2.199751861181004
2023-11,West,Groceries,17613,841291.755,0.3406987299201459,0.0,2.1422246881376963
2023-11,West,Toys,24375,1268844.073,0.17842538454474915,0.0,2.2200747605808315
2023-12,East,Clothing,17281,823885.879,0.334638996688441,0.007194244604316547,1.9783061364163768
2023-12,East,Electronics,25024,1245975.0185,0.19931894386747073,0.005555555555555556,2.0282179478151394
2023-12,East,Furniture,22091,1104441.5635,0.24905057998300334,0.012987012987012988,2.142143601517267
2023-12,East,Groceries,17507,909304.772,0.3375092260466159,0.0,2.3191514648806217
2023-12,East,Toys,19181,902819.3285000001,0.2215910277277146,0.0,2.149402560408052
2023-12,North,Clothing,20794,972439.8295,0.19627530322715814,0.014492753623188406,2.2779495881321385
2023-12,North,Electronics,22959,1069043.696,0.16013127585563655,0.006097560975609756,2.0681069812037514
2023-12,North,Furniture,22318,1121867.033,0.15464781146167744,0.0,2.1143082902204617
2023-12,North,Groceries,19469,996157.8055,0.20396226867450457,0.006097560975609756,1.8467828388735974
2023-12,North,Toys,24426,1279745.191,0.4005923776715025,0.011494252873563218,2.139445774153532
2023-12,South,Clothing,22050,1026004.862,0.261077006273003,0.0,2.1791625703835837
2023-12,South,Electronics,20616,1101799.4505,0.15994788429455511,0.0,2.0201441001881455
2023-12,South,Furniture,24695,1141451.403,0.23920086261919246,0.0,2.2069372744363434
2023-12,South,Groceries,21354,1115560.9775,0.1797457219376558,0.0,2.1283452225922885
2023-12,South,Toys,18753,864692.99,0.30471981366340783,0.006802721088435374,2.2797683003665536
2023-12,West,Clothing,18794,972050.9385,0.3011759082589384,0.006329113924050633,2.0852306553658333
2023-12,West,Electronics,21155,1011419.8355,0.12843929551766115,0.0125,2.207789277274176
2023-12,West,Furniture,18803,981162.597,0.3415737330625316,0.013513513513513514,2.197502884849787
2023-12,West,Groceries,21239,949468.996,0.3588234775520062,0.005847953216374269,1.924418610260574
2023-12,West,Toys,20163,1056218.5735,0.32425553950631136,0.013513513513513514,2.0170044678387433
2024-01,East,Clothing,355,16132.427499999998,0.4635445725641984,0.0,1.325374253772413
2024-01,East,Electronics,1079,33406.815,0.2509334181774332,0.0,2.1437923934923178
2024-01,East,Furniture,556,40106.082,0.458655108877722,0.0,1.7877659025064732
2024-01,East,Groceries,368,22479.504,0.22207964693665627,0.0,1.0581760863379648
2024-01,East,Toys,1032,36982.8265,0.18575777376233146,0.0,1.7834820467354964
2024-01,North,Clothing,138,9275.608,0.177502417794971,0.0,1.5295675407085196
2024-01,North,Electronics,907,34034.6815,0.08745216463137752,0.0,2.2920369618849556
2024-01,North,Furniture,1190,71040.174,0.06664393203400473,0.0,2.1490808114889957
2024-01,North,Groceries,781,33545.318,0.34132742014189443,0.0,2.037732488084718
2024-01,North,Toys,751,37141.630999999994,0.8991486870410628,0.0,1.9882620669225315
2024-01,South,Clothing,93,7589.73,0.1998924731182796,0.0,6.0558139534883715
2024-01,South,Electronics,210,6198.3115,0.18759191101296363,0.0,1.9802601723205988
2024-01,South,Furniture,281,11112.233000000002,0.13955625130165264,0.0,1.9835884258089724
2024-01,South,Groceries,465,16036.091999999999,0.014291334136425263,0.0,1.380094278055542
2024-01,South,Toys,321,25046.142,0.06854168286803015,0.0,3.0773346005273163
2024-01,West,Clothing,804,37721.340000000004,0.061885174253050845,0.0,2.023582368041874
2024-01,West,Electronics,1138,62629.659,0.32316810984022537,0.0,1.9770568281319398
2024-01,West,Furniture,1026,54635.513,0.08549191770938348,0.0,2.1066770561929573
2024-01,West,Groceries,613,35794.811499999996,0.14781152477773887,0.0,2.76918691786429
2024-01,West,Toys,1136,37233.876000000004,0.6165324396472363,0.0,1.7793334465029587
